Entry	WormBase	Gene Names	Organism
Q6AHQ8	F45E1.7b;	sdpn-1 CELE_F45E1.7 F45E1.7	Caenorhabditis elegans
Q6AHR3	R151.2d;	prps-1 CELE_R151.2 R151.2	Caenorhabditis elegans
Q6AW08	Y71F9AM.4a;	cogc-3 CELE_Y71F9AM.4 Y71F9AM.4	Caenorhabditis elegans
Q6BER6	C24H11.9;	mdt-21 C24H11.9	Caenorhabditis elegans
Q6BET1	F14B4.2b;	hxk-1 CELE_F14B4.2 F14B4.2	Caenorhabditis elegans
Q6BET5	B0564.11;	rde-11 B0564.11	Caenorhabditis elegans
Q7JL61	C01G10.11b;	unc-76 C01G10.11 CELE_C01G10.11	Caenorhabditis elegans
Q7JMS4	F40F12.5a;	cyld-1 CELE_F40F12.5 F40F12.5	Caenorhabditis elegans
Q7JMT5	T07C4.9b;	nex-2 CELE_T07C4.9 T07C4.9	Caenorhabditis elegans
Q7JMU1	K11H3.1a;	gpdh-2 CELE_K11H3.1 K11H3.1	Caenorhabditis elegans
Q7JP61	F14D12.6b;	octr-1 CELE_F14D12.6 F14D12.6	Caenorhabditis elegans
Q7JP68	F47F2.1b [Q7JP68-1];F47F2.1c [Q7JP68-2];	F47F2.1	Caenorhabditis elegans
Q7JP75	F11H8.4b;	cyk-1 CELE_F11H8.4 F11H8.4	Caenorhabditis elegans
Q7JPE3	T24H7.5a;	tat-4 CELE_T24H7.5 T24H7.5	Caenorhabditis elegans
Q7JPF0	C53C9.3b;	kvs-1 C53C9.3 CELE_C53C9.3	Caenorhabditis elegans
Q7K6X4	Y56A3A.17;	npp-16 Y56A3A.17	Caenorhabditis elegans
Q7K7J0	Y37A1B.15;	gei-18 CELE_Y37A1B.15 Y37A1B.15	Caenorhabditis elegans
Q7KQ29	W09B6.1b;	pod-2 CELE_W09B6.1 W09B6.1	Caenorhabditis elegans
Q7YWU9	T01E8.9;	ubxn-5 T01E8.9	Caenorhabditis elegans
Q7YXV5	H06H21.10b;	tat-2 CELE_H06H21.10 H06H21.10	Caenorhabditis elegans
Q7YZW1	F57C12.5d;	mrp-1 CELE_F57C12.5 F57C12.5	Caenorhabditis elegans
Q7Z0M7	R10H1.5;	nas-23 R10H1.5	Caenorhabditis elegans
Q7Z135	K02E10.2b;	hid-1 CELE_K02E10.2 K02E10.2	Caenorhabditis elegans
Q7Z144	ZK546.17;	cblc-1 ZK546.17	Caenorhabditis elegans
Q7Z205	F38E11.12;	cng-3 CELE_F38E11.12 F38E11.12	Caenorhabditis elegans
Q7Z291	F08C6.1c;	adt-2 CELE_F08C6.1 F08C6.1	Caenorhabditis elegans
Q86B39	T07D3.7b;	alg-2 CELE_T07D3.7 T07D3.7	Caenorhabditis elegans
Q86D12	K08E3.5e;	rml-1 CELE_K08E3.5 K08E3.5	Caenorhabditis elegans
Q86FP2	Y59H11AR.2b;	catp-7 CELE_Y59H11AR.2 Y59H11AR.2	Caenorhabditis elegans
Q86LS6	R12C12.1b;	gldc-1 CELE_R12C12.1 R12C12.1	Caenorhabditis elegans
Q86NG3	K10B2.3a;	clec-88 cpg-6 K10B2.3	Caenorhabditis elegans
Q86S68	Y54E10A.15;	cdt-1 CELE_Y54E10A.15 Y54E10A.15	Caenorhabditis elegans
Q8I0Z1	Y49E10.23b;	cccp-1 CELE_Y49E10.23 Y49E10.23	Caenorhabditis elegans
Q8I100	Y39A1A.5a;	rabx-5 CELE_Y39A1A.5 Y39A1A.5	Caenorhabditis elegans
Q8I103	Y105E8A.26a;	zoo-1 CELE_Y105E8A.26 Y105E8A.26	Caenorhabditis elegans
Q8I132	B0334.11b;	ooc-3 B0334.11 CELE_B0334.11	Caenorhabditis elegans
Q8I4B4	ZC518.3c;	ccr-4 CELE_ZC518.3 ZC518.3	Caenorhabditis elegans
Q8I4C9	Y50E8A.4a;	unc-61 CELE_Y50E8A.4 Y50E8A.4	Caenorhabditis elegans
Q8I4D9	Y37D8A.23c;	unc-25 CELE_Y37D8A.23 Y37D8A.23	Caenorhabditis elegans
Q8I4E0	Y37D8A.23b;	unc-25 CELE_Y37D8A.23 Y37D8A.23	Caenorhabditis elegans
Q8I4H9	F57C7.3b;	sdn-1 CELE_F57C7.3 F57C7.3	Caenorhabditis elegans
Q8I7H2	C43E11.2b;	mus-81 C43E11.2 CELE_C43E11.2	Caenorhabditis elegans
Q8I7H9	C37C3.13;	ttr-33 C37C3.13	Caenorhabditis elegans
Q8I7J4	F57B9.4a;F57B9.4e [Q8I7J4-2];	coq-2 F57B9.4	Caenorhabditis elegans
Q8IA98	Y54F10AM.4b [Q8IA98-2];Y54F10AM.4c [Q8IA98-1];	ceh-44 Y54F10AM.4	Caenorhabditis elegans
Q8IAA9	Y39A3CL.5a;	clp-4 Y39A3CL.5	Caenorhabditis elegans
Q8IFY7	B0207.12c;	avr-14 B0207.12 CELE_B0207.12	Caenorhabditis elegans
Q8IG23	F32A5.5b;	aqp-1 CELE_F32A5.5 F32A5.5	Caenorhabditis elegans
Q8IG39	C44B7.12;	adal-1 C44B7.12	Caenorhabditis elegans
Q8IG56	C04G6.1b;	mpk-2 C04G6.1 CELE_C04G6.1	Caenorhabditis elegans
Q8MNT1	F26F4.13;	kbp-2 CELE_F26F4.13 F26F4.13	Caenorhabditis elegans
Q8MNY0	Y40G12A.2;	ubh-2 CELE_Y40G12A.2 Y40G12A.2	Caenorhabditis elegans
Q8MPT2	T04C9.1c;	CELE_T04C9.1 T04C9.1	Caenorhabditis elegans
Q8MPY9	R173.4;	flp-26 R173.4	Caenorhabditis elegans
Q8MQ16	F57C12.5c;	mrp-1 CELE_F57C12.5 F57C12.5	Caenorhabditis elegans
Q8MQ20	F56E3.3b;	klp-4 CELE_F56E3.3 F56E3.3	Caenorhabditis elegans
Q8MQC5	C25B8.1b;	kqt-1 C25B8.1 CELE_C25B8.1	Caenorhabditis elegans
Q8MXH5	C11D2.6c;	unc-77 C11D2.6 CELE_C11D2.6	Caenorhabditis elegans
Q8MXJ9	M03F8.2a [Q8MXJ9-1];M03F8.2b [Q8MXJ9-2];M03F8.2c [Q8MXJ9-3];	pst-1 M03F8.2	Caenorhabditis elegans
Q8MXQ7	Y92H12BL.1a;	Y92H12BL.1	Caenorhabditis elegans
Q8MXS7	Y54G2A.35a;	ser-6 CELE_Y54G2A.35 Y54G2A.35	Caenorhabditis elegans
Q8MYL7	Y54G11A.13a;	ctl-3 CELE_Y54G11A.13 Y54G11A.13	Caenorhabditis elegans
Q8MYM8	Y39B6A.36;	gtf-2f2 gtf-2F2 CELE_Y39B6A.36 Y39B6A.36	Caenorhabditis elegans
Q8MYN5	Y39B6A.24;	asp-17 Y39B6A.24	Caenorhabditis elegans
Q8T870	Y69A2AR.30b;	mdf-2 CELE_Y69A2AR.30 Y69A2AR.30	Caenorhabditis elegans
Q8T8B9	Y71D11A.3b;	acsd-1 acmsd Y71D11A.3	Caenorhabditis elegans
Q8TA83	F22B7.5a [Q8TA83-1];F22B7.5b [Q8TA83-2];	dnj-10 F22B7.5	Caenorhabditis elegans
Q8WQA3	Y105E8A.23a;	rpom-1 CELE_Y105E8A.23 Y105E8A.23	Caenorhabditis elegans
Q8WQB0	Y105E8A.14;	CELE_Y105E8A.14 Y105E8A.14	Caenorhabditis elegans
Q8WQB6	Y105E8A.3;	slc-30a5 slc-30A5 CELE_Y105E8A.3 Y105E8A.3	Caenorhabditis elegans
Q8WQE5	K08E3.5d;	rml-1 CELE_K08E3.5 K08E3.5	Caenorhabditis elegans
Q8WQF3	F46B6.3b;	smg-4 CELE_F46B6.3 F46B6.3	Caenorhabditis elegans
Q8WSP3	R13A5.1b;	cup-5 CELE_R13A5.1 R13A5.1	Caenorhabditis elegans
Q8WTJ4	H06H21.6;	ubxn-6 H06H21.6	Caenorhabditis elegans
Q8WTK2	Y51F10.5;	hex-4 CELE_Y51F10.5 Y51F10.5	Caenorhabditis elegans
Q93169	C01G10.9;	C01G10.9	Caenorhabditis elegans
Q93194	C07A4.1;	rnp-9 C07A4.1 CELE_C07A4.1	Caenorhabditis elegans
Q93249	C23H4.1;	cab-1 C23H4.1	Caenorhabditis elegans
Q93324	C33G3.4;	C33G3.4	Caenorhabditis elegans
Q93341	C36B1.7;	dhfr-1 C36B1.7	Caenorhabditis elegans
Q93353	C37E2.1;	idhb-1 C37E2.1	Caenorhabditis elegans
Q93354	C37E2.2a;	C37E2.2 CELE_C37E2.2	Caenorhabditis elegans
Q93355	C37E2.3;	C37E2.3 CELE_C37E2.3	Caenorhabditis elegans
Q93409	D2005.2;	nlp-8 D2005.2	Caenorhabditis elegans
Q93456	F10G8.7;	ercc-1 CELE_F10G8.7 F10G8.7	Caenorhabditis elegans
Q93538	F20D1.6;	rbg-1 F20D1.6	Caenorhabditis elegans
Q93542	F20G2.4;	nas-24 F20G2.4	Caenorhabditis elegans
Q93572	F25H2.10;	rla-0 rpa-0 F25H2.10	Caenorhabditis elegans
Q93619	F27D4.5;	bckd-1b bckd-1B tag-173 CELE_F27D4.5 F27D4.5	Caenorhabditis elegans
Q93702	F39H2.1;	flp-22 F39H2.1	Caenorhabditis elegans
Q93704	F42D1.3;	sprr-2 mipr-1 F42D1.3	Caenorhabditis elegans
Q93758	F53C11.8;	swan-1 CELE_F53C11.8 F53C11.8	Caenorhabditis elegans
Q93781	F53H4.1;	csb-1 CELE_F53H4.1 F53H4.1	Caenorhabditis elegans
Q93830	F59C6.4;	exos-3 CELE_F59C6.4 F59C6.4	Caenorhabditis elegans
Q93841	F59F4.4;	acl-1 F59F4.4	Caenorhabditis elegans
Q93934	R07H5.8;	adk-1 CELE_R07H5.8 R07H5.8	Caenorhabditis elegans
Q94053	T13F2.11;	msp-78 T13F2.11	Caenorhabditis elegans
Q94055	T14D7.1;	agxt-1 CELE_T14D7.1 T14D7.1	Caenorhabditis elegans
Q94130	C29F3.2;	wrt-8 C29F3.2	Caenorhabditis elegans
Q94177	C43G2.1a;	paqr-1 C43G2.1	Caenorhabditis elegans
Q94225	F41D9.5 [Q94225-1];	sulp-3 F41D9.5	Caenorhabditis elegans
Q94239	F55A4.5;	stau-1 CELE_F55A4.5 F55A4.5	Caenorhabditis elegans
Q94279	K11C4.5a;	unc-68 CELE_K11C4.5 K11C4.5	Caenorhabditis elegans
Q94300	T22F3.4a;	rpl-11.1 T22F3.4	Caenorhabditis elegans
Q94392	H15N14.2a;	nsf-1 H15N14.2	Caenorhabditis elegans
Q94398	ZK265.4a;	ceh-8 ZK265.4	Caenorhabditis elegans
Q94407	ZK662.3a [Q94407-2];ZK662.3b [Q94407-1];	nhr-48 ZK662.3	Caenorhabditis elegans
Q94417	ZK858.3;	clec-91 ZK858.3	Caenorhabditis elegans
Q95005	C36B1.4;	pas-4 C36B1.4	Caenorhabditis elegans
Q95PJ6	R11G10.1b;	avr-15 CELE_R11G10.1 R11G10.1	Caenorhabditis elegans
Q95PZ2	Y67H2A.4c [Q95PZ2-3];Y67H2A.4d [Q95PZ2-1];	micu-1 Y67H2A.4	Caenorhabditis elegans
Q95PZ4	Y66D12A.15;	xpb-1 CELE_Y66D12A.15 Y66D12A.15	Caenorhabditis elegans
Q95Q27	Y39A1A.23a;	hpr-9 Y39A1A.23	Caenorhabditis elegans
Q95Q39	ZC13.4;	mab-7 ZC13.4	Caenorhabditis elegans
Q95Q64	C43E11.6b;	nab-1 C43E11.6 CELE_C43E11.6	Caenorhabditis elegans
Q95Q96	B0207.12a;	avr-14 B0207.12 CELE_B0207.12	Caenorhabditis elegans
Q95Q97	B0207.12b;	avr-14 B0207.12 CELE_B0207.12	Caenorhabditis elegans
Q95QB1	T13H5.8;	CELE_T13H5.8 T13H5.8	Caenorhabditis elegans
Q95QB6	R151.2c;	prps-1 CELE_R151.2 R151.2	Caenorhabditis elegans
Q95QE2	F57C12.5b;	mrp-1 CELE_F57C12.5 F57C12.5	Caenorhabditis elegans
Q95QE8	F54E7.9;	CELE_F54E7.9 F54E7.9	Caenorhabditis elegans
Q95QG4	F42G9.9b;	ptl-1 CELE_F42G9.9 F42G9.9	Caenorhabditis elegans
Q95QH7	F31E8.2b;	snt-1 CELE_F31E8.2 F31E8.2	Caenorhabditis elegans
Q95QM5	F09B9.2b;	unc-115 CELE_F09B9.2 F09B9.2	Caenorhabditis elegans
Q95QP3	DY3.4b;	trt-1 CELE_DY3.4 DY3.4	Caenorhabditis elegans
Q95QQ4	C55F2.1b;	atic-1 C55F2.1 CELE_C55F2.1	Caenorhabditis elegans
Q95QT2	C29E4.10;	C29E4.10	Caenorhabditis elegans
Q95QV3	C18A3.6a;	rab-3 C18A3.6 CELE_C18A3.6	Caenorhabditis elegans
Q95QW0	C17G10.9a [Q95QW0-1];C17G10.9b [Q95QW0-2];	eif-3.L C17G10.9	Caenorhabditis elegans
Q95R07	F53G12.5a;	mex-3 CELE_F53G12.5 F53G12.5	Caenorhabditis elegans
Q95X18	F52C12.2;	CELE_F52C12.2 F52C12.2	Caenorhabditis elegans
Q95X35	B0511.13a [Q95X35-2];B0511.13b [Q95X35-1];	mppe-1 B0511.13	Caenorhabditis elegans
Q95X91	F44C8.11;	nhr-96 F44C8.11	Caenorhabditis elegans
Q95XA9	Y20F4.3a;	gap-3 CELE_Y20F4.3 Y20F4.3	Caenorhabditis elegans
Q95XC4	Y92H12BL.5;	CELE_Y92H12BL.5 Y92H12BL.5	Caenorhabditis elegans
Q95XD3	Y73B6BL.30a;	blos-2 Y73B6BL.30	Caenorhabditis elegans
Q95XM2	Y71G12B.4;	pghm-1 Y71G12B.4	Caenorhabditis elegans
Q95XQ1	Y39G10AR.17;	sydn-1 Y39G10AR.17	Caenorhabditis elegans
Q95XU6	Y61A9LA.8a;	sut-2 Y61A9LA.8	Caenorhabditis elegans
Q95XX1	Y54G2A.17a [Q95XX1-2];Y54G2A.17b [Q95XX1-1];Y54G2A.17c [Q95XX1-3];	nprt-1 Y54G2A.17	Caenorhabditis elegans
Q95XX9	Y54E10A.4a;	fog-1 CELE_Y54E10A.4 Y54E10A.4	Caenorhabditis elegans
Q95XY1	Y54E10A.9b;	vbh-1 CELE_Y54E10A.9 Y54E10A.9	Caenorhabditis elegans
Q95XY4	Y51H7C.11;	nol-6 CELE_Y51H7C.11 Y51H7C.11	Caenorhabditis elegans
Q95XZ0	Y51H7C.6a [Q95XZ0-1];Y51H7C.6b [Q95XZ0-2];Y51H7C.6c [Q95XZ0-3];	cogc-4 Y51H7C.6	Caenorhabditis elegans
Q95Y36	Y108G3AL.3a [Q95Y36-1];Y108G3AL.3b [Q95Y36-2];	cfap-36 ccdc-104 Y108G3AL.3	Caenorhabditis elegans
Q95Y89	R13A5.12;	lpd-7 R13A5.12	Caenorhabditis elegans
Q95Y97	M04F3.1;	rpa-2 CELE_M04F3.1 M04F3.1	Caenorhabditis elegans
Q95ZN4	T19C4.7;	nlp-33 T19C4.7	Caenorhabditis elegans
Q95ZR5	M02A10.3b;	sli-1 CELE_M02A10.3 M02A10.3	Caenorhabditis elegans
Q95ZY2	C27D6.8;	srb-3 C27D6.8	Caenorhabditis elegans
Q95ZY4	C27D6.6;	srb-5 C27D6.6	Caenorhabditis elegans
Q95ZY7	C25A11.4c;	ajm-1 C25A11.4 CELE_C25A11.4	Caenorhabditis elegans
Q95ZZ6	B0410.2b;	vang-1 B0410.2 CELE_B0410.2	Caenorhabditis elegans
Q965S3	Y97E10AL.3;	natb-1 CELE_Y97E10AL.3 Y97E10AL.3	Caenorhabditis elegans
Q965S8	Y74C10AR.1a;	eif-3.I Y74C10AR.1	Caenorhabditis elegans
Q965T1	Y57E12AM.1;	tmem-258 Y57E12AM.1	Caenorhabditis elegans
Q965V9	Y40G12A.1;	ubh-3 CELE_Y40G12A.1 Y40G12A.1	Caenorhabditis elegans
Q965Y1	Y37E11AL.7a;	map-1 CELE_Y37E11AL.7 Y37E11AL.7	Caenorhabditis elegans
Q966A0	Y5H2B.1a [Q966A0-1];Y5H2B.1b [Q966A0-2];	svh-11 Y5H2B.1	Caenorhabditis elegans
Q966C6	Y24D9A.4;	rpl-7A Y24D9A.4	Caenorhabditis elegans
Q966I0	M02H5.6;	nhr-98 M02H5.6	Caenorhabditis elegans
Q966I6	K08D12.2;	rpi-2 CELE_K08D12.2 K08D12.2	Caenorhabditis elegans
Q966I8	K08D12.1;	pbs-1 CELE_K08D12.1 K08D12.1	Caenorhabditis elegans
Q966M4	C55B7.5;	uri-1 C55B7.5 CELE_C55B7.5	Caenorhabditis elegans
Q966M6	C55B7.8;	dbr-1 C55B7.8	Caenorhabditis elegans
Q968A5	C50F4.14a;	nstp-10 C50F4.14	Caenorhabditis elegans
Q9BHK7	Y39G8C.1;	xrn-1 CELE_Y39G8C.1 Y39G8C.1	Caenorhabditis elegans
Q9BHL2	Y111B2A.20a;	hut-1 CELE_Y111B2A.20 Y111B2A.20	Caenorhabditis elegans
Q9BI63	F46F11.9b;	trpp-8 F46F11.9	Caenorhabditis elegans
Q9BI71	T04C10.2b;	epn-1 CELE_T04C10.2 T04C10.2	Caenorhabditis elegans
Q9BI73	R151.2b;	prps-1 CELE_R151.2 R151.2	Caenorhabditis elegans
Q9BIA4	C25H3.12;	ift-43 C25H3.12	Caenorhabditis elegans
Q9BIF4	ZK1248.3a;	ehs-1 CELE_ZK1248.3 ZK1248.3	Caenorhabditis elegans
Q9BJK5	H27C11.1a [Q9BJK5-1];H27C11.1b [Q9BJK5-2];	nhr-97 H27C11.1	Caenorhabditis elegans
Q9BKQ8	Y67D2.6;	ddx-35 Y67D2.6	Caenorhabditis elegans
Q9BL02	Y54F10AM.4;	ceh-44 cone-1 Y54F10AM.4	Caenorhabditis elegans
Q9BL07	Y54F10AM.8;	Y54F10AM.8	Caenorhabditis elegans
Q9BL15	Y48G8AL.5a;	nsun-2 CELE_Y48G8AL.5 Y48G8AL.5	Caenorhabditis elegans
Q9BL17	Y48G8AL.11a;	haf-6 CELE_Y48G8AL.11 Y48G8AL.11	Caenorhabditis elegans
Q9BL29	Y71H2AM.2a;	pipp-4p pipp-4P CELE_Y71H2AM.2 Y71H2AM.2	Caenorhabditis elegans
Q9BL35	Y71H2AM.20a;	CELE_Y71H2AM.20 Y71H2AM.20	Caenorhabditis elegans
Q9BL79	Y48G1C.4a;	pgs-1 CELE_Y48G1C.4 Y48G1C.4	Caenorhabditis elegans
Q9BLB5	H31G24.4;	cyb-2.2 CELE_H31G24.4 H31G24.4	Caenorhabditis elegans
Q9BLC4	F12E12.5;	sdz-12 F12E12.5	Caenorhabditis elegans
Q9BMH9	T01C4.2b;	odr-2 CELE_T01C4.2 T01C4.2	Caenorhabditis elegans
Q9BMI0	T01C4.2c;	odr-2 CELE_T01C4.2 T01C4.2	Caenorhabditis elegans
Q9GNP0	W01C8.6;	cat-1 CELE_W01C8.6 W01C8.6	Caenorhabditis elegans
Q9GPA0	F48E3.3;	uggt-1 CELE_F48E3.3 F48E3.3	Caenorhabditis elegans
Q9GR61	Y37E3.3;	rpb-10 Y37E3.3	Caenorhabditis elegans
Q9GRZ1	Y59A8B.7;	ebp-1 CELE_Y59A8B.7 Y59A8B.7	Caenorhabditis elegans
Q9GTD4	K11E4.5a;K11E4.5b;	nhr-71 K11E4.5	Caenorhabditis elegans
Q9GUM7	Y73E7A.4;	cpx-1 Y73E7A.4	Caenorhabditis elegans
Q9GYK2	C05D9.3a;	C05D9.3	Caenorhabditis elegans
Q9GZH3	T22D1.3a;	T22D1.3	Caenorhabditis elegans
Q9GZH4	T22D1.4;	ribo-1 T22D1.4	Caenorhabditis elegans
Q9GZH5	T22D1.9;	rpn-1 CELE_T22D1.9 T22D1.9	Caenorhabditis elegans
Q9GZI3	W09B6.1a;	pod-2 CELE_W09B6.1 W09B6.1	Caenorhabditis elegans
Q9N2K7	Y59E9AR.3;Y59E9AR.5;	tbx-30 Y59E9AR.3; tbx-42 Y59E9AR.5	Caenorhabditis elegans
Q9N2V2	Y95B8A.1a [Q9N2V2-1];Y95B8A.1b [Q9N2V2-2];	nas-30 Y95B8A.1	Caenorhabditis elegans
Q9N2V9	Y95B8A.10a;	pde-6 Y95B8A.10	Caenorhabditis elegans
Q9N302	Y65B4BL.5a;	acs-13 CELE_Y65B4BL.5 Y65B4BL.5	Caenorhabditis elegans
Q9N323	Y59H11AR.2a;	catp-7 CELE_Y59H11AR.2 Y59H11AR.2	Caenorhabditis elegans
Q9N358	Y55F3AR.3a;	cct-8 Y55F3AR.3	Caenorhabditis elegans
Q9N369	Y55F3AM.4a;	atg-3 CELE_Y55F3AM.4 Y55F3AM.4	Caenorhabditis elegans
Q9N392	Y54H5A.4;	oxy-4 Y54H5A.4	Caenorhabditis elegans
Q9N3C7	Y54E10BR.7;	mod-5 CELE_Y54E10BR.7 Y54E10BR.7	Caenorhabditis elegans
Q9N3E2	Y54E10A.16;	mab-31 Y54E10A.16	Caenorhabditis elegans
Q9N3F4	Y54E10A.9a;	vbh-1 CELE_Y54E10A.9 Y54E10A.9	Caenorhabditis elegans
Q9N3L2	Y50D7A.2;	xpd-1 CELE_Y50D7A.2 Y50D7A.2	Caenorhabditis elegans
Q9N3R4	Y47G6A.1;	inx-21 inx CELE_Y47G6A.1 Y47G6A.1	Caenorhabditis elegans
Q9N3R5	Y47G6A.2;	inx-22 inx CELE_Y47G6A.2 Y47G6A.2	Caenorhabditis elegans
Q9N3S2	Y47G6A.4;	rde-10 Y47G6A.4	Caenorhabditis elegans
Q9N3T8	Y47G6A.11;	msh-6 CELE_Y47G6A.11 Y47G6A.11	Caenorhabditis elegans
Q9N3X8	Y42H9B.2;	rig-4 Y42H9B.2	Caenorhabditis elegans
Q9N405	Y39A3CR.1a;	smi-1 CELE_Y39A3CR.1 Y39A3CR.1	Caenorhabditis elegans
Q9N408	Y39A3CR.4;	ddp-1 tim-8 Y39A3CR.4	Caenorhabditis elegans
Q9N419	Y38F2AL.1;	nsy-4 CELE_Y38F2AL.1 Y38F2AL.1	Caenorhabditis elegans
Q9N426	Y38C1AA.3a;	pnc-1 CELE_Y38C1AA.3 Y38C1AA.3	Caenorhabditis elegans
Q9N428	Y38C1AA.4a;	tcl-2 Y38C1AA.4	Caenorhabditis elegans
Q9N478	Y23H5B.6a;	ddx-10 CELE_Y23H5B.6 Y23H5B.6	Caenorhabditis elegans
Q9N4A5	Y77E11A.1a;	hxk-3 CELE_Y77E11A.1 Y77E11A.1	Caenorhabditis elegans
Q9N4D6	Y74C9A.5;	sesn-1 Y74C9A.5	Caenorhabditis elegans
Q9N4D9	Y74C9A.3;	homt-1 Y74C9A.3	Caenorhabditis elegans
Q9N4G4	Y71F9B.10a [Q9N4G4-1];Y71F9B.10b [Q9N4G4-2];	sop-3 mdt-1.1 Y71F9B.10	Caenorhabditis elegans
Q9N4G7	Y71F9B.2a;	Y71F9B.2	Caenorhabditis elegans
Q9N4I6	Y71F9AL.10a;	CELE_Y71F9AL.10 Y71F9AL.10	Caenorhabditis elegans
Q9N4J8	F54A3.3;	cct-3 F54A3.3	Caenorhabditis elegans
Q9N4K2	F54A3.4;	cbs-2 F54A3.4	Caenorhabditis elegans
Q9N4R6	Y58G8A.1;	lgc-26 CELE_Y58G8A.1 Y58G8A.1	Caenorhabditis elegans
Q9N532	Y34D9B.1b;	mig-1 CELE_Y34D9B.1 Y34D9B.1	Caenorhabditis elegans
Q9N536	Y32H12A.5;	paqr-2 CELE_Y32H12A.5 Y32H12A.5	Caenorhabditis elegans
Q9N563	Y23B4A.2;	capa-1 nlp-44 Y23B4A.2	Caenorhabditis elegans
Q9N574	Y17G9B.3;	cyp-31a3 cyp-31A3 CELE_Y17G9B.3 Y17G9B.3	Caenorhabditis elegans
Q9N588	Y110A7A.4;	tyms-1 CELE_Y110A7A.4 Y110A7A.4	Caenorhabditis elegans
Q9N5C4	W02H5.8;	CELE_W02H5.8 W02H5.8	Caenorhabditis elegans
Q9N5K1	H27M09.1;	sacy-1 CELE_H27M09.1 H27M09.1	Caenorhabditis elegans
Q9N5L0	H24K24.4a;	trm-2a trm-2A CELE_H24K24.4 H24K24.4	Caenorhabditis elegans
Q9N5M2	H20J04.5;	pfd-2 tag-355 H20J04.5	Caenorhabditis elegans
Q9N5N9	H06I04.3a;	CELE_H06I04.3 H06I04.3	Caenorhabditis elegans
Q9N5R0	F56A4.1;	nas-2 F56A4.1	Caenorhabditis elegans
Q9N5U5	F35F11.1;	cdc-73 F35F11.1	Caenorhabditis elegans
Q9N5X6	C34H3.2;	odd-2 C34H3.2	Caenorhabditis elegans
Q9N5Y2	C15F1.6;	art-1 C15F1.6	Caenorhabditis elegans
Q9NA26	Y87G2A.10a;	vps-28 Y87G2A.10	Caenorhabditis elegans
Q9NA31	Y73F8A.34a;	ari-1.4 CELE_Y73F8A.34 Y73F8A.34	Caenorhabditis elegans
Q9NA51	Y73F8A.21a;	nhr-5 Y73F8A.21	Caenorhabditis elegans
Q9NA73	Y57A10A.28;	tric-1B.2 Y57A10A.28	Caenorhabditis elegans
Q9NA80	Y57A10A.20;	sinh-1 Y57A10A.20	Caenorhabditis elegans
Q9NAH1	Y47D3A.29;	pola-1 CELE_Y47D3A.29 Y47D3A.29	Caenorhabditis elegans
Q9NAM5	Y105C5B.16a;	lgc-19 CELE_Y105C5B.16 Y105C5B.16	Caenorhabditis elegans
Q9NEN6	Y71A12B.1;	rps-6 Y71A12B.1	Caenorhabditis elegans
Q9NEU2	Y39B6A.14;	pro-3 Y39B6A.14	Caenorhabditis elegans
Q9NEU5	Y39B6A.33;	Y39B6A.33	Caenorhabditis elegans
Q9NF11	Y105E8B.5;	hprt-1 CELE_Y105E8B.5 Y105E8B.5	Caenorhabditis elegans
Q9NF14	Y105E8B.4;	bath-40 Y105E8B.4	Caenorhabditis elegans
Q9NF64	Y105C5A.24;	CELE_Y105C5A.24 Y105C5A.24	Caenorhabditis elegans
Q9TXI0	F23C8.9;	tipn-1 F23C8.9	Caenorhabditis elegans
Q9TXJ1	T27B7.1a;	nhr-59 T27B7.1	Caenorhabditis elegans
Q9TXM1	F52D2.4;	meg-3 gei-12 CELE_F52D2.4 F52D2.4	Caenorhabditis elegans
Q9TXN6	T22H9.2a;	atg-9 CELE_T22H9.2 T22H9.2	Caenorhabditis elegans
Q9TXP0	F56E10.4;	rps-27 F56E10.4	Caenorhabditis elegans
Q9TXP3	H28G03.6;	mtm-5 H28G03.6	Caenorhabditis elegans
Q9TXR4	H26D21.2;	msh-2 CELE_H26D21.2 H26D21.2	Caenorhabditis elegans
Q9TXV2	H06H21.10a;	tat-2 CELE_H06H21.10 H06H21.10	Caenorhabditis elegans
Q9TXV7	F52C12.1a;	F52C12.1	Caenorhabditis elegans
Q9TYK1	Y66H1A.4;	garr-1 Y66H1A.4	Caenorhabditis elegans
Q9TYN2	Y37E11B.5;	CELE_Y37E11B.5 Y37E11B.5	Caenorhabditis elegans
Q9TYP9	R05C11.3;	mca-2 CELE_R05C11.3 R05C11.3	Caenorhabditis elegans
Q9TYS3	D1037.3;	ftn-2 CELE_D1037.3 D1037.3	Caenorhabditis elegans
Q9TYV2	W07E6.3b [Q9TYV2-1];W07E6.3c [Q9TYV2-3];	sms-5 W07E6.3	Caenorhabditis elegans
Q9TZ93	F54C4.2;	spt-4 F54C4.2	Caenorhabditis elegans
Q9TZ99	E02H9.8a;	nhr-121 E02H9.8	Caenorhabditis elegans
Q9TZD0	R160.7;	lst-2 R160.7	Caenorhabditis elegans
Q9TZI1	T10B11.2;	cerk-1 T10B11.2	Caenorhabditis elegans
Q9TZI9	F47G6.4a;	spe-15 CELE_F47G6.4 F47G6.4	Caenorhabditis elegans
Q9U1P4	ZC518.3b;	ccr-4 CELE_ZC518.3 ZC518.3	Caenorhabditis elegans
Q9U1Q4	Y87G2A.5;	glp-4 vars-2 vrs-2 Y87G2A.5	Caenorhabditis elegans
